Topic,Problem,Name,Note,Difficulty,Done?,Unnamed: 5,Unnamed: 6
Segment Tree,https://cses.fi/problemset/task/1649,Dynamic Range Minimum Queries,-,3,False,,
Segment Tree,https://cses.fi/problemset/task/1650,Range Xor Queries,-,3,False,,
Segment Tree,https://cses.fi/problemset/task/1143,Hotel Queries,-,3,False,,
Segment Tree,https://programming.in.th/tasks/o61_oct_c1_charprint,,Fenwick,3,False,,
Segment Tree,https://oj.uz/problem/view/EGOI24_bouquet,Bouquet,Fenwick,3,False,,
Segment Tree,https://cses.fi/problemset/task/2166,Segment Tree with Node Merging,"Merging node, introduction",3,False,,
Segment Tree,https://cses.fi/problemset/task/2206,Range Queries and Copies,-,3,False,,
Segment Tree,https://oj.uz/problem/view/NOI20_mountains,Mountains,"Fenwick, LIS",3,False,,
Segment Tree,https://cses.fi/problemset/task/1748,Increasing Subsequence,"Fenwick, dp",3,False,,
Segment Tree,https://cses.fi/problemset/task/2169,Nested Ranges Count,"offline query, sorting, fenwick",3,False,,
Segment Tree,https://oj.uz/problem/view/COCI15_relativnost,Relativnost,-,4,False,,
Segment Tree,https://cses.fi/problemset/task/1749,List Removals,Binary Search (Walk on seg),4,False,,
Segment Tree,https://programming.in.th/tasks/codecube_183,,Binary Search (Walk on seg),4,False,,
Segment Tree,https://cses.fi/problemset/task/1190,Subarray Sum Queries,Merging node,4,False,,
Segment Tree,https://cses.fi/problemset/task/1734,Distinct Values Queries,"Distinct value, Mo",4,False,,
Segment Tree,https://cses.fi/problemset/task/1188,Planar Graph Orientation,Merging node,4,False,,
Segment Tree,https://judge.yosupo.jp/problem/point_set_range_composite,Point Set Range Composite,Merging node,4,False,,
Segment Tree,https://cses.fi/problemset/task/2163,Tree Queries,Binary Search (Walk on seg),4,False,,
Segment Tree,https://programming.in.th/tasks/o60_oct_c1_house,,merging node,4,False,,
Segment Tree,https://oj.uz/problem/view/IOI15_horses,Horses,Merging node,5,False,,
Set,https://cses.fi/problemset/task/1621,Distinct Numbers,Introduction,1,False,,
Sieve of Eratosthenes,https://cses.fi/problemset/task/1713,Counting Divisors,-,2,False,,
Sieve of Eratosthenes,https://programming.in.th/tasks/toi10_prime,Prime,Introduction,2,False,,
Sieve of Eratosthenes,https://oj.uz/problem/view/COCI20_spiderman,Spiderman,-,3,False,,
Sieve of Eratosthenes,https://codeforces.com/problemset/problem/230/B,Treeland,-,3,False,,
Sliding Window,https://programming.in.th/tasks/toi8_electricity,Electricity,-,3,False,,
Sliding Window,https://oj.uz/problem/view/COCI17_telefoni,Telefoni,-,3,False,,
Sliding Window,https://programming.in.th/tasks/1108,Sliding Window,-,3,False,,
Sliding Window,https://cses.fi/problemset/task/3221,Sliding Window Sum,intro,3,False,,
Sliding Window,https://cses.fi/problemset/task/1644,Maximum Subarray Sum II,"[a, b]",4,False,,
Sliding Window,https://programming.in.th/tasks/toi12_barrier,Barrier,-,4,False,,
Sliding Window,https://cses.fi/problemset/task/1076,Sliding Window Median,-,4,False,,
Sparse Segment Tree,https://oj.uz/problem/view/IZhO12_apple,Apple,-,4,False,,
Sparse Segment Tree,https://oj.uz/problem/view/Balkan15_HAPPINESS,Happiness,-,4,False,,
Sparse Table,https://cses.fi/problemset/task/1647,Static Range Minimum Queries,-,3,False,,
Sparse Table,https://tlx.toki.id/problems/osn-2024/1B/,Kemana Harus Berlari,-,5,False,,
Sqrt Decomposition,https://programming.in.th/tasks/toi17_sequel,Sequel,Introduction,3,False,,
Sqrt Decomposition,https://codeforces.com/problemset/problem/86/D,Powerful array,Mo's,3,False,,
Sqrt Decomposition,https://codeforces.com/contest/797/problem/E,Array Queries,- ,3,False,,
Sqrt Decomposition,https://www.spoj.com/problems/DQUERY/,D-query,Mo's Algorithm,4,False,,
Sqrt Decomposition,https://atcoder.jp/contests/abc335/tasks/abc335_f,Hop Sugoroku,,4,False,,
Sqrt Decomposition,https://codeforces.com/contest/877/problem/F,Ann and Books,Mo (hard),4,False,,
Sqrt Decomposition,https://oj.uz/problem/view/JOI18_bitaro,Bitaro,Topo sort,5,False,,
Stack,https://programming.in.th/tasks/1121,Stack Intro,Indroduction,1,False,,
Stack,https://programming.in.th/tasks/1069,Stack,-,2,False,,
Stack,https://programming.in.th/tasks/1169,Stack Application,-,2,False,,
Stack,https://codeforces.com/group/y3JXgQG05K/contest/556933/problem/C,,-,3,False,,
Stack,https://programming.in.th/tasks/toi16_packbot,Packbot,-,4,False,,
Stack,https://oj.uz/problem/view/COCI14_bob,Bob,-,4,False,,
Stack,https://oj.uz/problem/view/BOI18_zalmoxis,Zalmoxis,-,5,False,,
Stack,https://programming.in.th/tasks/toi19_jewelry,Jewelry,-,5,False,,
String,https://oj.uz/problem/view/COCI21_kaucuk,Kaucuk,-,2,False,,
String,https://programming.in.th/tasks/toi10_catcode,Cat Code,-,3,False,,
String,https://programming.in.th/tasks/toi13_timerswitch,Timer Switch,-,3,False,,
String,https://cses.fi/problemset/task/1753,String Matching,,3,False,,
String,https://cses.fi/problemset/task/1733/,Count Inversions,Harmonic Series,3,False,,
String,https://cses.fi/problemset/task/1732,Finding Borders,-,3,False,,
String,https://codeforces.com/contest/1200/problem/E,Compress Words,hashing,3,False,,
String,https://cses.fi/problemset/task/1731,Word Combinations,"DP, trie",4,False,,
String,https://oj.uz/problem/view/IOI08_printer,Printer,trie,4,False,,
Sweepline,https://cses.fi/problemset/task/1619,Sorting Methods,-,2,False,,
Sweepline,https://programming.in.th/tasks/1029,Rectangles,,3,False,,
Sweepline,https://cses.fi/problemset/task/1164,Salary Queries,"Events point, offline query",3,False,,
Sweepline,https://codebreaker.xyz/problem/ranges,,- ,4,False,,
Topological Sort,https://cses.fi/problemset/task/1679,Course Schedule,Introduction,3,False,,
Topological Sort,https://cses.fi/problemset/task/1680,Longest Flight Route,DP,3,False,,
Topological Sort,https://programming.in.th/tasks/toi14_technology,Technology,-,4,False,,
Topological Sort,https://cses.fi/problemset/task/1681,Game Routes,DP,4,False,,
Topological Sort,https://cses.fi/problemset/task/1202,Investigation,DP,4,False,,
Treap,https://cses.fi/problemset/task/2072,Josephus Problem I,basic,4,False,,
Treap,https://otog.in.th/problem/877,,implement หนัก(มาก),5,False,,
Treap,https://programming.in.th/tasks/o60_may08_hahaha,,,5,False,,
Treap,https://cses.fi/problemset/task/2073,Josephus Problem II,lazy,5,False,,
Treap,https://cses.fi/problemset/task/2074,Josephus Problem III,lazy,5,False,,
Trie,https://codeforces.com/contest/633/problem/C,Playground,-,3,False,,
Trie,https://codeforces.com/problemset/problem/706/D,Vasiliy's Multiset,-,3,False,,
Trie,https://codeforces.com/contest/1902/problem/E,Collapsing Strings,dp,4,False,,
Trie,https://oj.uz/problem/view/IZhO12_xor,XOR and Favorite Number,,4,False,,
Trie,https://oj.uz/problem/view/COCI20_klasika,Klasika,,4,False,,
Trie,https://oj.uz/problem/view/JOI16_selling_rna,Selling RNA Strands,offline query,5,False,,
Knuth,https://codeforces.com/contest/1101/problem/F,Trucks and Cities,,5,False,,
Persistence Segment Tree,https://codeforces.com/contest/1080/problem/F,Katya and Segments Sets,,4,False,,
